ce26f539-7952-43c4-b850-2d434fc8b5ba,Villa 1.jpg,Villa 1,"This cozy space offers WiFi, a Smart TV, a fully equipped kitchen, air conditioning, a private bath with a hot shower, and comfortable sleeping arrangements.",https://kuula.co/share/collection/7KPXF?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:40.938,2024-07-10 20:54:40.938
1ff5a193-e626-4574-8725-cf745cc9ded4,Villa 2.jpg,Villa 2,"Villa 2 offers WiFi, Netflix, a kitchen, air conditioning, and sleeping arrangements with a queen-size bed, pull-out, extra bed, and a private bath.",https://kuula.co/share/collection/7KPXd?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:40.96,2024-07-10 20:54:40.96
f8fd75d6-632e-4bb7-b1f4-3dd62d6c2fe1,Villa 3.jpg,Villa 3,"This space offers a kitchen, WiFi, Android TV with Netflix, air conditioning, and sleeping for up to eight people.",https://kuula.co/share/collection/7KPc5?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:40.976,2024-07-10 20:54:40.976
c9bea18e-52a8-46ec-8d8a-d710ffc5894b,Private House.jpg,Private House (Only),"This modern house features an Android TV with WiFi and Netflix, a soundbar, fully equipped kitchen, electric fan, sofa bed, and parking for two vehicles.",https://kuula.co/share/collection/7KP8m?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:40.993,2024-07-10 20:54:40.993
f014b872-d4f7-406c-a84e-166ad3cae7d8,Private Pool.jpg,Private Pool (Only),"Experience a luxurious stay with a private swimming pool, air-conditioned videoke room, Xbox Kinect, and table tennis. Facilities include a shower room and toilet.",https://kuula.co/share/collection/7KP8J?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:41.01,2024-07-10 20:54:41.01
64502c39-f26e-4f1a-a41b-91a8f04d7c69,Private House & Pool.jpg,Private House and Private Pool,"This luxurious property features an Android TV with Netflix, Xbox Kinect, air-conditioned videoke room, private swimming pool, kitchen amenities, and parking for two vehicles.",https://kuula.co/share/collection/7Kkn1?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,f,2024-07-10 20:54:41.027,2024-07-10 20:54:41.027
187d4519-126d-4664-9f3f-fd4ece8d9756,Function Hall Exclusive Package.jpg,Function Hall Exclusive Package,"Function Hall for 150 guests with tables, chairs, sound system",https://kuula.co/share/collection/7KPzX?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.044,2024-07-10 20:54:41.044
a16c40b8-156f-4122-8891-2fc4b611bc13,Function Hall Exclusive Package Plus+.jpg,Function Hall Exclusive Package Plus,"Function Hall + Outdoor Space: 150 Guests Free tables, chairs, sound system",https://kuula.co/share/collection/7KqNl?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.059,2024-07-10 20:54:41.059
ba27cfd5-7dc7-47bc-bca9-5ac419068f73,Villa 1 Exclusive Package.jpg,Villa 1 Exclusive Package,Enjoy Villa 1 and outdoor space for up to 60 guests with complimentary tables and chairs.,https://kuula.co/share/collection/7Kq4r?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.074,2024-07-10 20:54:41.074
0dbe17d3-d23c-45d5-a699-3b76652963ed,Villa 2 Exclusive Package.jpg,Villa 2 Exclusive Package,Elevate your event at Villa 2 for up to 60 guests with complimentary tables and chairs.,https://kuula.co/share/collection/7Kq7c?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.091,2024-07-10 20:54:41.091
9a5e3017-25d3-4944-89d0-ce3c4a29beb4,Villa 3 Exclusive Package.jpg,Villa 3 Exclusive Package,Enhance your event at Villa 3 for up to 60 guests,https://kuula.co/share/collection/7KqN4?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.108,2024-07-10 20:54:41.108
5028fb74-0777-425a-9cdb-9264f0b5136b,All Villa Exclusive Package.jpg,All villa exclusive package,"Upgrade your event at Villa 1, 2, and 3 for up to 150 guests.",https://kuula.co/share/collection/7Kq4H?logo=-1&info=0&fs=1&vr=1&zoom=1&gyro=0&thumbs=3&inst=0&keys=0,t,2024-07-10 20:54:41.125,2024-07-10 20:54:41.125
